Machine Name,MTC_Compressor
Point Name,RK1_B1Y
Comp,
Probe Angle,0° None
Amp Unit,µm pp
Speed Unit,rpm
Variable,1X
Amp,Amp Status,Phase,Phase Status,Speed,Speed Status,Timestamp
77.224,Valid,95,Valid,2062,Valid,1/24/2019 12:57:45 AM
77.757,Valid,96,Valid,2079,Valid,1/24/2019 12:57:45 AM
78.726,Valid,98,Valid,2094,Valid,1/24/2019 12:57:45 AM
86.332,Valid,97,Valid,2121,Valid,1/24/2019 12:57:45 AM
88.076,Valid,97,Valid,2139,Valid,1/24/2019 12:57:46 AM
90.644,Valid,98,Valid,2153,Valid,1/24/2019 12:57:46 AM
92.921,Valid,98,Valid,2164,Valid,1/24/2019 12:57:46 AM
95.101,Valid,98,Valid,2183,Valid,1/24/2019 12:57:46 AM
101.011,Valid,98,Valid,2199,Valid,1/24/2019 12:57:46 AM
104.257,Valid,99,Valid,2210,Valid,1/24/2019 12:57:46 AM
108.23,Valid,101,Valid,2230,Valid,1/24/2019 12:57:46 AM
111.96,Valid,101,Valid,2244,Valid,1/24/2019 12:57:46 AM
118.791,Valid,101,Valid,2262,Valid,1/24/2019 12:57:46 AM
125.428,Valid,103,Valid,2289,Valid,1/24/2019 12:57:47 AM
131.339,Valid,103,Valid,2304,Valid,1/24/2019 12:57:47 AM
137.831,Valid,104,Valid,2322,Valid,1/24/2019 12:57:47 AM
141.803,Valid,105,Valid,2336,Valid,1/24/2019 12:57:47 AM
145.001,Valid,106,Valid,2351,Valid,1/24/2019 12:57:47 AM
149.991,Valid,109,Valid,2368,Valid,1/24/2019 12:57:47 AM
154.496,Valid,111,Valid,2382,Valid,1/24/2019 12:57:47 AM
159.777,Valid,114,Valid,2395,Valid,1/24/2019 12:57:47 AM
171.307,Valid,119,Valid,2423,Valid,1/24/2019 12:57:48 AM
173.488,Valid,121,Valid,2436,Valid,1/24/2019 12:57:48 AM
175.377,Valid,123,Valid,2457,Valid,1/24/2019 12:57:48 AM
177.945,Valid,124,Valid,2471,Valid,1/24/2019 12:57:48 AM
185.26,Valid,128,Valid,2490,Valid,1/24/2019 12:57:48 AM
187.586,Valid,129,Valid,2503,Valid,1/24/2019 12:57:48 AM
190.444,Valid,131,Valid,2520,Valid,1/24/2019 12:57:48 AM
193.06,Valid,132,Valid,2533,Valid,1/24/2019 12:57:48 AM
195.531,Valid,133,Valid,2549,Valid,1/24/2019 12:57:49 AM
198.002,Valid,134,Valid,2564,Valid,1/24/2019 12:57:49 AM
201.78,Valid,136,Valid,2576,Valid,1/24/2019 12:57:49 AM
205.366,Valid,137,Valid,2594,Valid,1/24/2019 12:57:49 AM
212.972,Valid,139,Valid,2619,Valid,1/24/2019 12:57:49 AM
217.09,Valid,140,Valid,2638,Valid,1/24/2019 12:57:49 AM
230.073,Valid,142,Valid,2673,Valid,1/24/2019 12:57:49 AM
236.032,Valid,143,Valid,2673,Valid,1/24/2019 12:57:49 AM
242.718,Valid,144,Valid,2686,Valid,1/24/2019 12:57:50 AM
251.535,Valid,148,Valid,2713,Valid,1/24/2019 12:57:50 AM
251.535,Valid,148,Valid,2713,Valid,1/24/2019 12:57:50 AM
255.411,Valid,149,Valid,2731,Valid,1/24/2019 12:57:50 AM
258.269,Valid,151,Valid,2746,Valid,1/24/2019 12:57:50 AM
259.965,Valid,153,Valid,2758,Valid,1/24/2019 12:57:50 AM
261.079,Valid,154,Valid,2778,Valid,1/24/2019 12:57:50 AM
260.304,Valid,156,Valid,2790,Valid,1/24/2019 12:57:50 AM
257.3,Valid,159,Valid,2804,Valid,1/24/2019 12:57:50 AM
255.217,Valid,160,Valid,2823,Valid,1/24/2019 12:57:51 AM
247.466,Valid,164,Valid,2855,Valid,1/24/2019 12:57:51 AM
245.479,Valid,166,Valid,2869,Valid,1/24/2019 12:57:51 AM
243.929,Valid,167,Valid,2884,Valid,1/24/2019 12:57:51 AM
242.621,Valid,168,Valid,2897,Valid,1/24/2019 12:57:51 AM
241.216,Valid,169,Valid,2913,Valid,1/24/2019 12:57:51 AM
240.538,Valid,170,Valid,2926,Valid,1/24/2019 12:57:51 AM
239.424,Valid,171,Valid,2940,Valid,1/24/2019 12:57:51 AM
238.697,Valid,172,Valid,2957,Valid,1/24/2019 12:57:52 AM
236.904,Valid,173,Valid,2971,Valid,1/24/2019 12:57:52 AM
235.499,Valid,174,Valid,2985,Valid,1/24/2019 12:57:52 AM
234.482,Valid,174,Valid,3005,Valid,1/24/2019 12:57:52 AM
231.236,Valid,176,Valid,3034,Valid,1/24/2019 12:57:52 AM
229.007,Valid,176,Valid,3065,Valid,1/24/2019 12:57:52 AM
227.748,Valid,176,Valid,3077,Valid,1/24/2019 12:57:52 AM
227.167,Valid,177,Valid,3095,Valid,1/24/2019 12:57:53 AM
226.537,Valid,177,Valid,3107,Valid,1/24/2019 12:57:53 AM
225.955,Valid,177,Valid,3121,Valid,1/24/2019 12:57:53 AM
226.827,Valid,177,Valid,3139,Valid,1/24/2019 12:57:53 AM
227.603,Valid,178,Valid,3154,Valid,1/24/2019 12:57:53 AM
228.087,Valid,178,Valid,3170,Valid,1/24/2019 12:57:53 AM
228.62,Valid,179,Valid,3189,Valid,1/24/2019 12:57:53 AM
228.765,Valid,180,Valid,3202,Valid,1/24/2019 12:57:53 AM
228.62,Valid,180,Valid,3214,Valid,1/24/2019 12:57:53 AM
229.298,Valid,181,Valid,3234,Valid,1/24/2019 12:57:54 AM
229.928,Valid,182,Valid,3246,Valid,1/24/2019 12:57:54 AM
230.17,Valid,183,Valid,3263,Valid,1/24/2019 12:57:54 AM
229.347,Valid,184,Valid,3278,Valid,1/24/2019 12:57:54 AM
230.025,Valid,185,Valid,3290,Valid,1/24/2019 12:57:54 AM
228.571,Valid,186,Valid,3305,Valid,1/24/2019 12:57:54 AM
226.682,Valid,187,Valid,3323,Valid,1/24/2019 12:57:54 AM
225.665,Valid,188,Valid,3338,Valid,1/24/2019 12:57:54 AM
225.955,Valid,189,Valid,3351,Valid,1/24/2019 12:57:54 AM
224.793,Valid,189,Valid,3370,Valid,1/24/2019 12:57:55 AM
222.177,Valid,190,Valid,3382,Valid,1/24/2019 12:57:55 AM
221.014,Valid,190,Valid,3396,Valid,1/24/2019 12:57:55 AM
220.868,Valid,192,Valid,3427,Valid,1/24/2019 12:57:55 AM
219.657,Valid,192,Valid,3447,Valid,1/24/2019 12:57:55 AM
219.706,Valid,193,Valid,3447,Valid,1/24/2019 12:57:55 AM
218.204,Valid,193,Valid,3472,Valid,1/24/2019 12:57:55 AM
218.252,Valid,194,Valid,3486,Valid,1/24/2019 12:57:55 AM
218.252,Valid,194,Valid,3505,Valid,1/24/2019 12:57:56 AM
217.913,Valid,194,Valid,3519,Valid,1/24/2019 12:57:56 AM
216.654,Valid,194,Valid,3533,Valid,1/24/2019 12:57:56 AM
216.799,Valid,193,Valid,3552,Valid,1/24/2019 12:57:56 AM
216.799,Valid,193,Valid,3565,Valid,1/24/2019 12:57:56 AM
217.138,Valid,194,Valid,3579,Valid,1/24/2019 12:57:56 AM
217.526,Valid,194,Valid,3611,Valid,1/24/2019 12:57:56 AM
218.64,Valid,195,Valid,3624,Valid,1/24/2019 12:57:56 AM
219.706,Valid,196,Valid,3643,Valid,1/24/2019 12:57:57 AM
218.495,Valid,196,Valid,3656,Valid,1/24/2019 12:57:57 AM
218.107,Valid,197,Valid,3670,Valid,1/24/2019 12:57:57 AM
216.944,Valid,197,Valid,3687,Valid,1/24/2019 12:57:57 AM
216.75,Valid,197,Valid,3700,Valid,1/24/2019 12:57:57 AM
215.539,Valid,197,Valid,3714,Valid,1/24/2019 12:57:57 AM
215.152,Valid,197,Valid,3734,Valid,1/24/2019 12:57:57 AM
214.813,Valid,198,Valid,3747,Valid,1/24/2019 12:57:57 AM
214.231,Valid,198,Valid,3759,Valid,1/24/2019 12:57:57 AM
211.518,Valid,198,Valid,3779,Valid,1/24/2019 12:57:58 AM
211.324,Valid,198,Valid,3792,Valid,1/24/2019 12:57:58 AM
211.954,Valid,198,Valid,3805,Valid,1/24/2019 12:57:58 AM
211.954,Valid,198,Valid,3825,Valid,1/24/2019 12:57:58 AM
209.58,Valid,198,Valid,3838,Valid,1/24/2019 12:57:58 AM
207.691,Valid,199,Valid,3858,Valid,1/24/2019 12:57:58 AM
205.366,Valid,198,Valid,3871,Valid,1/24/2019 12:57:58 AM
204.687,Valid,198,Valid,3885,Valid,1/24/2019 12:57:58 AM
203.864,Valid,199,Valid,3897,Valid,1/24/2019 12:57:58 AM
205.753,Valid,199,Valid,3915,Valid,1/24/2019 12:57:59 AM
203.089,Valid,200,Valid,3942,Valid,1/24/2019 12:57:59 AM
203.234,Valid,200,Valid,3974,Valid,1/24/2019 12:57:59 AM
200.715,Valid,201,Valid,3989,Valid,1/24/2019 12:57:59 AM
205.753,Valid,202,Valid,4007,Valid,1/24/2019 12:57:59 AM
205.898,Valid,202,Valid,4019,Valid,1/24/2019 12:57:59 AM
199.116,Valid,203,Valid,4037,Valid,1/24/2019 12:57:59 AM
202.749,Valid,204,Valid,4051,Valid,1/24/2019 12:58:00 AM
204.978,Valid,203,Valid,4065,Valid,1/24/2019 12:58:00 AM
204.251,Valid,203,Valid,4079,Valid,1/24/2019 12:58:00 AM
203.379,Valid,203,Valid,4097,Valid,1/24/2019 12:58:00 AM
203.379,Valid,203,Valid,4097,Valid,1/24/2019 12:58:00 AM
205.802,Valid,205,Valid,4111,Valid,1/24/2019 12:58:00 AM
205.995,Valid,206,Valid,4123,Valid,1/24/2019 12:58:00 AM
204.929,Valid,206,Valid,4144,Valid,1/24/2019 12:58:00 AM
206.141,Valid,207,Valid,4158,Valid,1/24/2019 12:58:00 AM
204.687,Valid,208,Valid,4172,Valid,1/24/2019 12:58:00 AM
204.784,Valid,207,Valid,4189,Valid,1/24/2019 12:58:01 AM
200.908,Valid,206,Valid,4203,Valid,1/24/2019 12:58:01 AM
197.517,Valid,206,Valid,4220,Valid,1/24/2019 12:58:01 AM
198.05,Valid,207,Valid,4234,Valid,1/24/2019 12:58:01 AM
195.24,Valid,207,Valid,4261,Valid,1/24/2019 12:58:01 AM
194.659,Valid,208,Valid,4279,Valid,1/24/2019 12:58:01 AM
179.883,Valid,206,Valid,4306,Valid,1/24/2019 12:58:01 AM
183.516,Valid,207,Valid,4325,Valid,1/24/2019 12:58:02 AM
178.914,Valid,207,Valid,4351,Valid,1/24/2019 12:58:02 AM
170.339,Valid,208,Valid,4369,Valid,1/24/2019 12:58:02 AM
169.66,Valid,209,Valid,4383,Valid,1/24/2019 12:58:02 AM
159.826,Valid,208,Valid,4402,Valid,1/24/2019 12:58:02 AM
158.663,Valid,204,Valid,4415,Valid,1/24/2019 12:58:02 AM
162.2,Valid,204,Valid,4431,Valid,1/24/2019 12:58:02 AM
173.875,Valid,204,Valid,4445,Valid,1/24/2019 12:58:02 AM
173.681,Valid,207,Valid,4463,Valid,1/24/2019 12:58:03 AM
145.34,Valid,210,Valid,4488,Valid,1/24/2019 12:58:03 AM
143.596,Valid,208,Valid,4505,Valid,1/24/2019 12:58:03 AM
142.772,Valid,209,Valid,4519,Valid,1/24/2019 12:58:03 AM
142.385,Valid,209,Valid,4534,Valid,1/24/2019 12:58:03 AM
137.879,Valid,212,Valid,4551,Valid,1/24/2019 12:58:03 AM
134.149,Valid,216,Valid,4565,Valid,1/24/2019 12:58:03 AM
132.211,Valid,218,Valid,4577,Valid,1/24/2019 12:58:03 AM
131.387,Valid,220,Valid,4598,Valid,1/24/2019 12:58:04 AM
130.273,Valid,220,Valid,4610,Valid,1/24/2019 12:58:04 AM
129.159,Valid,221,Valid,4625,Valid,1/24/2019 12:58:04 AM
125.622,Valid,226,Valid,4642,Valid,1/24/2019 12:58:04 AM
122.715,Valid,228,Valid,4657,Valid,1/24/2019 12:58:04 AM
122.231,Valid,229,Valid,4670,Valid,1/24/2019 12:58:04 AM
118.597,Valid,234,Valid,4688,Valid,1/24/2019 12:58:04 AM
119.13,Valid,234,Valid,4701,Valid,1/24/2019 12:58:04 AM
117.629,Valid,237,Valid,4716,Valid,1/24/2019 12:58:04 AM
117.629,Valid,239,Valid,4733,Valid,1/24/2019 12:58:05 AM
115.352,Valid,242,Valid,4746,Valid,1/24/2019 12:58:05 AM
113.414,Valid,244,Valid,4760,Valid,1/24/2019 12:58:05 AM
108.278,Valid,252,Valid,4779,Valid,1/24/2019 12:58:05 AM
106.825,Valid,253,Valid,4792,Valid,1/24/2019 12:58:05 AM
105.42,Valid,255,Valid,4806,Valid,1/24/2019 12:58:05 AM
102.998,Valid,259,Valid,4823,Valid,1/24/2019 12:58:05 AM
101.35,Valid,261,Valid,4836,Valid,1/24/2019 12:58:05 AM
100.188,Valid,265,Valid,4854,Valid,1/24/2019 12:58:05 AM
100.091,Valid,265,Valid,4868,Valid,1/24/2019 12:58:06 AM
99.946,Valid,266,Valid,4887,Valid,1/24/2019 12:58:06 AM
100.382,Valid,263,Valid,4903,Valid,1/24/2019 12:58:06 AM
100.382,Valid,263,Valid,4903,Valid,1/24/2019 12:58:06 AM
111.476,Valid,245,Valid,4922,Valid,1/24/2019 12:58:06 AM
116.902,Valid,239,Valid,4936,Valid,1/24/2019 12:58:06 AM
115.012,Valid,242,Valid,4948,Valid,1/24/2019 12:58:06 AM
116.272,Valid,238,Valid,4965,Valid,1/24/2019 12:58:06 AM
115.545,Valid,241,Valid,4977,Valid,1/24/2019 12:58:06 AM
116.999,Valid,239,Valid,4988,Valid,1/24/2019 12:58:06 AM
117.483,Valid,239,Valid,5019,Valid,1/24/2019 12:58:07 AM
118.694,Valid,238,Valid,5030,Valid,1/24/2019 12:58:07 AM
121.165,Valid,236,Valid,5041,Valid,1/24/2019 12:58:07 AM
123.151,Valid,235,Valid,5050,Valid,1/24/2019 12:58:08 AM
124.217,Valid,232,Valid,5062,Valid,1/24/2019 12:58:08 AM
130.515,Valid,232,Valid,5073,Valid,1/24/2019 12:58:11 AM
129.643,Valid,230,Valid,5073,Valid,1/24/2019 12:58:13 AM
189.184,Valid,222,Valid,5073,Valid,1/24/2019 12:58:17 AM
182.741,Valid,221,Valid,5072,Valid,1/24/2019 12:58:21 AM
182.596,Valid,215,Valid,5070,Valid,1/24/2019 12:58:23 AM
109.974,Valid,203,Valid,5071,Valid,1/24/2019 12:58:33 AM
101.254,Valid,191,Valid,5071,Valid,1/24/2019 12:58:39 AM
100.042,Valid,189,Valid,5071,Valid,1/24/2019 12:58:40 AM
91.37,Valid,185,Valid,5071,Valid,1/24/2019 12:58:43 AM
90.934,Valid,184,Valid,5071,Valid,1/24/2019 12:58:45 AM
90.498,Valid,184,Valid,5071,Valid,1/24/2019 12:58:45 AM
90.498,Valid,184,Valid,5070,Valid,1/24/2019 12:58:53 AM
92.097,Valid,184,Valid,5072,Valid,1/24/2019 12:59:00 AM
90.934,Valid,184,Valid,5070,Valid,1/24/2019 12:59:00 AM
94.713,Valid,186,Valid,5070,Valid,1/24/2019 12:59:03 AM
105.226,Valid,191,Valid,5073,Valid,1/24/2019 12:59:09 AM
100.866,Valid,202,Valid,5073,Valid,1/24/2019 12:59:13 AM
101.835,Valid,202,Valid,5073,Valid,1/24/2019 12:59:23 AM
103.531,Valid,203,Valid,5071,Valid,1/24/2019 12:59:33 AM
101.302,Valid,201,Valid,5071,Valid,1/24/2019 12:59:34 AM
105.468,Valid,205,Valid,5071,Valid,1/24/2019 12:59:37 AM
106.389,Valid,207,Valid,5073,Valid,1/24/2019 12:59:38 AM
109.635,Valid,212,Valid,5072,Valid,1/24/2019 12:59:43 AM
106.825,Valid,205,Valid,5073,Valid,1/24/2019 12:59:49 AM
107.261,Valid,209,Valid,4872,Valid,1/24/2019 12:59:49 AM
107.891,Valid,210,Valid,4678,Valid,1/24/2019 12:59:49 AM
112.639,Valid,215,Valid,4513,Valid,1/24/2019 12:59:49 AM
114.673,Valid,216,Valid,4339,Valid,1/24/2019 12:59:50 AM
118.258,Valid,207,Valid,4175,Valid,1/24/2019 12:59:50 AM
117.774,Valid,195,Valid,4038,Valid,1/24/2019 12:59:50 AM
123.83,Valid,192,Valid,3835,Valid,1/24/2019 12:59:50 AM
130.903,Valid,191,Valid,3700,Valid,1/24/2019 12:59:50 AM
146.454,Valid,186,Valid,3523,Valid,1/24/2019 12:59:50 AM
153.334,Valid,183,Valid,3389,Valid,1/24/2019 12:59:50 AM
156.87,Valid,180,Valid,3276,Valid,1/24/2019 12:59:50 AM
157.258,Valid,178,Valid,3139,Valid,1/24/2019 12:59:50 AM
161.909,Valid,175,Valid,3001,Valid,1/24/2019 12:59:51 AM
172.519,Valid,172,Valid,2883,Valid,1/24/2019 12:59:51 AM
180.512,Valid,168,Valid,2765,Valid,1/24/2019 12:59:51 AM
192.866,Valid,166,Valid,2621,Valid,1/24/2019 12:59:51 AM
192.866,Valid,166,Valid,2621,Valid,1/24/2019 12:59:51 AM
209.435,Valid,158,Valid,2523,Valid,1/24/2019 12:59:51 AM
218.882,Valid,147,Valid,2423,Valid,1/24/2019 12:59:51 AM
216.46,Valid,133,Valid,2299,Valid,1/24/2019 12:59:51 AM
187.537,Valid,115,Valid,2200,Valid,1/24/2019 12:59:51 AM
160.649,Valid,102,Valid,2072,Valid,1/24/2019 12:59:51 AM
124.169,Valid,83,Valid,2072,Valid,1/24/2019 12:59:51 AM
91.031,Valid,65,Valid,1996,Valid,1/24/2019 12:59:52 AM
71.362,Valid,56,Valid,1919,Valid,1/24/2019 12:59:52 AM
57.409,Valid,53,Valid,1843,Valid,1/24/2019 12:59:52 AM
48.35,Valid,56,Valid,1737,Valid,1/24/2019 12:59:52 AM
40.017,Valid,62,Valid,1658,Valid,1/24/2019 12:59:52 AM
36.432,Valid,63,Valid,1577,Valid,1/24/2019 12:59:52 AM
30.909,Valid,63,Valid,1495,Valid,1/24/2019 12:59:52 AM
26.743,Valid,62,Valid,1412,Valid,1/24/2019 12:59:52 AM
19.524,Valid,64,Valid,1356,Valid,1/24/2019 12:59:52 AM
14.679,Valid,68,Valid,1270,Valid,1/24/2019 12:59:53 AM
10.368,Valid,79,Valid,1213,Valid,1/24/2019 12:59:53 AM
7.17,Valid,117,Valid,1154,Valid,1/24/2019 12:59:53 AM
7.945,Valid,143,Valid,1095,Valid,1/24/2019 12:59:53 AM
9.06,Valid,152,Valid,1004,Valid,1/24/2019 12:59:53 AM
11.579,Valid,161,Valid,973,Valid,1/24/2019 12:59:53 AM
14.195,Valid,165,Valid,973,Valid,1/24/2019 12:59:53 AM
16.278,Valid,167,Valid,909,Valid,1/24/2019 12:59:53 AM
18.022,Valid,169,Valid,845,Valid,1/24/2019 12:59:53 AM
19.669,Valid,171,Valid,744,Valid,1/24/2019 12:59:54 AM
21.559,Valid,174,Valid,709,Valid,1/24/2019 12:59:54 AM
21.559,Valid,174,Valid,709,Valid,1/24/2019 12:59:54 AM
22.818,Valid,175,Valid,Invalid,Invalid,1/24/2019 12:59:54 AM
24.126,Valid,176,Valid,Invalid,Invalid,1/24/2019 12:59:54 AM
25.58,Valid,176,Valid,Invalid,Invalid,1/24/2019 12:59:54 AM
27.13,Valid,176,Valid,Invalid,Invalid,1/24/2019 12:59:54 AM
30.376,Valid,174,Valid,Invalid,Invalid,1/24/2019 12:59:54 AM
30.376,Valid,174,Valid,Invalid,Invalid,1/24/2019 12:59:55 AM
33.428,Valid,172,Valid,Invalid,Invalid,1/24/2019 12:59:55 AM
34.833,Valid,171,Valid,Invalid,Invalid,1/24/2019 12:59:55 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:55 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:55 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:56 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:56 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:56 AM
36.141,Valid,170,Valid,Invalid,Invalid,1/24/2019 12:59:56 AM
37.304,Valid,168,Valid,Invalid,Invalid,1/24/2019 12:59:56 AM
38.321,Valid,167,Valid,292,Valid,1/24/2019 12:59:57 AM
38.321,Valid,167,Valid,Invalid,Invalid,1/24/2019 12:59:57 AM
40.259,Valid,162,Valid,294,Valid,1/24/2019 12:59:57 AM
40.55,Valid,161,Valid,292,Valid,1/24/2019 12:59:58 AM
40.55,Valid,157,Valid,280,Valid,1/24/2019 1:00:00 AM
40.598,Valid,157,Valid,281,Valid,1/24/2019 1:00:01 AM
40.598,Valid,157,Valid,271,Valid,1/24/2019 1:00:02 AM
40.501,Valid,157,Valid,271,Valid,1/24/2019 1:00:03 AM
39.726,Valid,158,Valid,258,Valid,1/24/2019 1:00:05 AM
39.678,Valid,158,Valid,252,Valid,1/24/2019 1:00:07 AM
39.145,Valid,158,Valid,250,Valid,1/24/2019 1:00:13 AM
39.581,Valid,158,Valid,241,Valid,1/24/2019 1:00:15 AM
39,Valid,158,Valid,233,Valid,1/24/2019 1:00:18 AM
38.757,Valid,159,Valid,233,Valid,1/24/2019 1:00:19 AM
38.612,Valid,159,Valid,231,Valid,1/24/2019 1:00:20 AM
38.903,Valid,159,Valid,229,Valid,1/24/2019 1:00:23 AM
38.612,Valid,159,Valid,228,Valid,1/24/2019 1:00:24 AM
39.096,Valid,159,Valid,224,Valid,1/24/2019 1:00:33 AM
39.387,Valid,159,Valid,224,Valid,1/24/2019 1:00:36 AM
40.453,Valid,159,Valid,223,Valid,1/24/2019 1:00:39 AM
41.277,Valid,160,Valid,221,Valid,1/24/2019 1:00:40 AM
44.086,Valid,167,Valid,220,Valid,1/24/2019 1:00:43 AM
44.183,Valid,167,Valid,220,Valid,1/24/2019 1:00:43 AM
44.183,Valid,167,Valid,220,Valid,1/24/2019 1:00:43 AM
43.893,Valid,165,Valid,218,Valid,1/24/2019 1:00:53 AM
41.713,Valid,159,Valid,Invalid,Invalid,1/24/2019 1:01:01 AM
41.713,Valid,159,Valid,Invalid,Invalid,1/24/2019 1:01:01 AM
41.713,Valid,159,Valid,Invalid,Invalid,1/24/2019 1:01:02 AM
41.713,Valid,159,Valid,Invalid,Invalid,1/24/2019 1:01:02 AM
41.713,Valid,159,Valid,373,Valid,1/24/2019 1:01:02 AM
41.713,Valid,160,Valid,386,Valid,1/24/2019 1:01:02 AM
41.616,Valid,160,Valid,406,Valid,1/24/2019 1:01:02 AM
41.519,Valid,161,Valid,406,Valid,1/24/2019 1:01:02 AM
41.519,Valid,161,Valid,Invalid,Invalid,1/24/2019 1:01:03 AM
41.18,Valid,164,Valid,494,Valid,1/24/2019 1:01:03 AM
40.889,Valid,167,Valid,508,Valid,1/24/2019 1:01:03 AM
40.695,Valid,169,Valid,520,Valid,1/24/2019 1:01:03 AM
40.501,Valid,171,Valid,532,Valid,1/24/2019 1:01:03 AM
40.356,Valid,173,Valid,544,Valid,1/24/2019 1:01:03 AM
40.017,Valid,174,Valid,557,Valid,1/24/2019 1:01:03 AM
39.775,Valid,175,Valid,571,Valid,1/24/2019 1:01:04 AM
39.339,Valid,176,Valid,587,Valid,1/24/2019 1:01:04 AM
38.951,Valid,176,Valid,620,Valid,1/24/2019 1:01:04 AM
38.128,Valid,177,Valid,647,Valid,1/24/2019 1:01:04 AM
37.256,Valid,177,Valid,681,Valid,1/24/2019 1:01:04 AM
36.965,Valid,177,Valid,681,Valid,1/24/2019 1:01:04 AM
36.48,Valid,177,Valid,724,Valid,1/24/2019 1:01:05 AM
36.287,Valid,178,Valid,724,Valid,1/24/2019 1:01:05 AM
34.979,Valid,179,Valid,747,Valid,1/24/2019 1:01:05 AM
34.591,Valid,179,Valid,770,Valid,1/24/2019 1:01:05 AM
34.106,Valid,180,Valid,781,Valid,1/24/2019 1:01:05 AM
33.525,Valid,180,Valid,814,Valid,1/24/2019 1:01:05 AM
32.944,Valid,180,Valid,832,Valid,1/24/2019 1:01:05 AM
32.265,Valid,180,Valid,860,Valid,1/24/2019 1:01:06 AM
31.103,Valid,180,Valid,886,Valid,1/24/2019 1:01:06 AM
30.715,Valid,181,Valid,886,Valid,1/24/2019 1:01:06 AM
30.328,Valid,181,Valid,904,Valid,1/24/2019 1:01:06 AM
28.874,Valid,181,Valid,931,Valid,1/24/2019 1:01:06 AM
28.487,Valid,181,Valid,950,Valid,1/24/2019 1:01:06 AM
27.082,Valid,181,Valid,969,Valid,1/24/2019 1:01:06 AM
26.307,Valid,181,Valid,986,Valid,1/24/2019 1:01:07 AM
25.047,Valid,180,Valid,1010,Valid,1/24/2019 1:01:07 AM
23.012,Valid,180,Valid,1041,Valid,1/24/2019 1:01:07 AM
22.528,Valid,179,Valid,1057,Valid,1/24/2019 1:01:07 AM
21.559,Valid,178,Valid,1072,Valid,1/24/2019 1:01:07 AM
20.735,Valid,177,Valid,1087,Valid,1/24/2019 1:01:07 AM
19.912,Valid,175,Valid,1109,Valid,1/24/2019 1:01:07 AM
19.427,Valid,174,Valid,1109,Valid,1/24/2019 1:01:07 AM
18.216,Valid,169,Valid,1144,Valid,1/24/2019 1:01:08 AM
17.877,Valid,167,Valid,1144,Valid,1/24/2019 1:01:08 AM
17.78,Valid,164,Valid,1167,Valid,1/24/2019 1:01:08 AM
18.071,Valid,161,Valid,1182,Valid,1/24/2019 1:01:08 AM
18.41,Valid,160,Valid,1196,Valid,1/24/2019 1:01:08 AM
18.846,Valid,161,Valid,1229,Valid,1/24/2019 1:01:08 AM
18.555,Valid,162,Valid,1242,Valid,1/24/2019 1:01:08 AM
18.119,Valid,162,Valid,1254,Valid,1/24/2019 1:01:09 AM
16.763,Valid,161,Valid,1285,Valid,1/24/2019 1:01:09 AM
16.084,Valid,161,Valid,1305,Valid,1/24/2019 1:01:09 AM
14.97,Valid,158,Valid,1317,Valid,1/24/2019 1:01:09 AM
14.34,Valid,156,Valid,1330,Valid,1/24/2019 1:01:09 AM
13.42,Valid,149,Valid,1362,Valid,1/24/2019 1:01:09 AM
13.323,Valid,146,Valid,1379,Valid,1/24/2019 1:01:09 AM
13.323,Valid,143,Valid,1396,Valid,1/24/2019 1:01:10 AM
12.984,Valid,141,Valid,1407,Valid,1/24/2019 1:01:10 AM
12.451,Valid,140,Valid,1419,Valid,1/24/2019 1:01:10 AM
11.821,Valid,139,Valid,1442,Valid,1/24/2019 1:01:10 AM
10.561,Valid,136,Valid,1452,Valid,1/24/2019 1:01:10 AM
9.98,Valid,131,Valid,1470,Valid,1/24/2019 1:01:10 AM
9.738,Valid,119,Valid,1470,Valid,1/24/2019 1:01:10 AM
10.368,Valid,111,Valid,1487,Valid,1/24/2019 1:01:10 AM
11.627,Valid,102,Valid,1498,Valid,1/24/2019 1:01:10 AM
13.081,Valid,95,Valid,1517,Valid,1/24/2019 1:01:10 AM
14.098,Valid,92,Valid,1533,Valid,1/24/2019 1:01:11 AM
15.842,Valid,87,Valid,1548,Valid,1/24/2019 1:01:11 AM
17.974,Valid,84,Valid,1559,Valid,1/24/2019 1:01:11 AM
20.299,Valid,82,Valid,1578,Valid,1/24/2019 1:01:11 AM
22.431,Valid,82,Valid,1586,Valid,1/24/2019 1:01:11 AM
23.981,Valid,83,Valid,1600,Valid,1/24/2019 1:01:11 AM
26.064,Valid,84,Valid,1621,Valid,1/24/2019 1:01:11 AM
28.002,Valid,86,Valid,1632,Valid,1/24/2019 1:01:11 AM
29.795,Valid,87,Valid,1648,Valid,1/24/2019 1:01:11 AM
31.006,Valid,88,Valid,1669,Valid,1/24/2019 1:01:12 AM
32.944,Valid,89,Valid,1685,Valid,1/24/2019 1:01:12 AM
36.335,Valid,91,Valid,1700,Valid,1/24/2019 1:01:12 AM
37.982,Valid,91,Valid,1713,Valid,1/24/2019 1:01:12 AM
40.211,Valid,91,Valid,1724,Valid,1/24/2019 1:01:12 AM
